"","row_names","id","created","contract_time","contract_type","salary_min","salary_max","salary_is_predicted","description","title","company.display_name","company.canonical_name","category.tag","category.label","location.display_name","longitude","latitude","date_queried","available_today","location_coords","day_created"
"5483","539","402371449","2016-06-22","full_time",NA,45263.18,45263.18,"1","...  with a background in one or more of these fields: frontend web development, systems administration, statistics, <strong>data</strong> <strong>science</strong>, design, writing, and information architecture. Don't worry—no one ...","Reporter, London (""Things"" team)","Atlantic Media",NA,"unknown","Unknown","London, UK",-0.139134,51.503378,"2016-06-26 23:02:50",TRUE,"-0.139134 51.503378",2016-06-22
"5484","541","400234934","2016-06-16",NA,NA,42568.66,42568.66,"1","...  will be working on a day rate contract for a client who perform research in the <strong>data</strong> <strong>science</strong> space. The research department will be expanding hugely over the summer and therefore the successful ...","Linux Systems Administrator- Contract","Oho Group",NA,"it-jobs","IT Jobs","UK",NA,NA,"2016-06-26 23:02:50",TRUE,"NA NA",2016-06-16
"5485","542","402804507","2016-06-23",NA,NA,19583.52,19583.52,"1","...  data and insight is at the heart of everything we do? And learn about <strong>data</strong> <strong>science</strong> from some of the best in the business? Then we have a fantastic opportunity for you. Our client ...  this sounds like you, take a look at the job description and get in touch. Job Description Your role is to work within the <strong>Data</strong> <strong>Science</strong> team supporting the <strong>Data</strong> Analysts to deliver high ...","Graduate Junior Data Technician - £18k - £24k - Leeds","Inspiring Interns",NA,"customer-services-jobs","Customer Services Jobs","UK",NA,NA,"2016-06-26 23:02:50",TRUE,"NA NA",2016-06-23
"5486","543","403026077","2016-06-24",NA,NA,70000,70000,"0","...  ecosystem, work with marketing, engineering and <strong>data</strong> <strong>science</strong> teams to optimise the execution of marketing & analysis across the marketing business functions. Furthermore, you will gain ...","Product Manager, Business Intelligence, Data Analytics, eCommer","Oliver Bernard",NA,"it-jobs","IT Jobs","South East London, London",-0.02806,51.451818,"2016-06-26 23:02:50",TRUE,"-0.02806 51.451818",2016-06-24
"5487","544","400552184","2016-06-17",NA,"permanent",40000,80000,"0","...  environment. The systems the app is built on have firm foundations in <strong>data</strong> <strong>science</strong>, and the company are dedicated to innovation and efficiency. The right Full Stack Ruby Engineer will have ...","Full Stack Ruby Developer","Gregory James",NA,"it-jobs","IT Jobs","London, UK",-0.139134,51.503378,"2016-06-26 23:02:50",TRUE,"-0.139134 51.503378",2016-06-17
"5488","545","402948952","2016-06-24",NA,"permanent",30000,30000,"0",", <strong>Data</strong> <strong>Science</strong>, Statistics - At least 1 year of experience of working as a Data Scientist or Data Insight Analyst. - Proficiency with SQL - Strong Excel skills - Knowledge ...","Junior Data Scientist","Scott Merrick LLP",NA,"it-jobs","IT Jobs","London, UK",-0.139134,51.503378,"2016-06-26 23:02:50",TRUE,"-0.139134 51.503378",2016-06-24
"5489","546","402949662","2016-06-24",NA,"permanent",30000,30000,"0","...  modelling eg Operational Research, <strong>Data</strong> <strong>Science</strong>, Statistics - Ideally1 year of experience of working in a Marketing or Consumer/Customer insight based environment - Proficiency with SQL ...","Junior Customer Insight Analyst","Scott Merrick LLP",NA,"it-jobs","IT Jobs","London, UK",-0.139134,51.503378,"2016-06-26 23:02:50",TRUE,"-0.139134 51.503378",2016-06-24
"5490","547","399654956","2016-06-15",NA,"permanent",35000,35000,"0","...  scalable improvement solutions. The successful candidate will sit between senior management and technical teams such as <strong>Data</strong> <strong>Science</strong> and Software Development. You will be at the heart ...","DevOps / Operations Development Analyst","Expert Employment",NA,"it-jobs","IT Jobs","North West London, London",NA,NA,"2016-06-26 23:02:50",TRUE,"NA NA",2016-06-15
"5491","548","402951076","2016-06-24",NA,"permanent",70000,75000,"0","...  ecosystem, work with marketing, engineering and <strong>data</strong> <strong>science</strong> teams to optimise the execution of marketing & analysis across the marketing business functions. Furthermore, you will gain ...","Product Manager, Business Intelligence, Data Analytics, eCommer","Oliver Bernard",NA,"it-jobs","IT Jobs","London, UK",-0.139134,51.503378,"2016-06-26 23:02:50",TRUE,"-0.139134 51.503378",2016-06-24
"5492","550","399035102","2016-06-13",NA,NA,40000,40000,"0","...  for this opportunity, please submit your details using the Apply button on this page. KEYWORDS Python, R, Machine Learning, Modelling, Algorithm, <strong>Data</strong> Scientist, <strong>Data</strong> <strong>Science</strong>, mySQL, noSQL, Insight ...","Data Scientist Predictive Analytics","Harnham",NA,"pr-advertising-marketing-jobs","PR, Advertising & Marketing Jobs","South East London, London",-0.02806,51.451818,"2016-06-26 23:02:50",TRUE,"-0.02806 51.451818",2016-06-13
"5493","551","400657971","2016-06-17",NA,NA,44382.03,44382.03,"1",". With one of the most exciting new tech stacks out there including React, Redux, D3 and ES6 this is an opportunity to act as a bridge between Design, Engineering and <strong>Data</strong> <strong>Science</strong> Teams ...  to create beautiful <strong>data</strong> visualisations and user interfaces. Description The ideal candidate for this role would have: Commercial project experience, including working in close-knit teams ...","Front End Developer, JavaScript, MVC, D3js, Reactjs, Angular","Knowit Recruitment",NA,"it-jobs","IT Jobs","UK",NA,NA,"2016-06-26 23:02:50",TRUE,"NA NA",2016-06-17
"5494","552","400658876","2016-06-17",NA,NA,43948.03,43948.03,"1","...  Engineering and Computer Science To play a leadership role in the establishment and expansion of the Centre for <strong>Data</strong> <strong>Science</strong> and Scalable Computing (CDSSC) as one of the strategic priority ...","Senior / Principal Engineer","Queens University Belfast","Queen's University Belfast","engineering-jobs","Engineering Jobs","UK",NA,NA,"2016-06-26 23:02:50",TRUE,"NA NA",2016-06-17
"5495","553","400658878","2016-06-17",NA,NA,36449.52,36449.52,"1","...  and Centre for <strong>Data</strong> <strong>Sciences</strong> and Scalable Computing. Further information about the Institute may be found at www.ecit.qub.ac.uk Salary scale: £33,006 - £53,386 per annum (including ...","Business Development Manager","Queens University Belfast","Queen's University Belfast","sales-jobs","Sales Jobs","UK",NA,NA,"2016-06-26 23:02:50",TRUE,"NA NA",2016-06-17
"5496","554","403659793","2016-06-25",NA,NA,42778.92,42778.92,"1","...  will be working on a day rate contract for a client who perform research in the <strong>data</strong> <strong>science</strong> space. The research department will be expanding hugely over the summer and therefore the successful ...","Linux Systems Administrator - URGENT CONTRACT","Oho Group",NA,"it-jobs","IT Jobs","UK",NA,NA,"2016-06-26 23:02:50",TRUE,"NA NA",2016-06-25
"5497","555","395676697","2016-06-04",NA,NA,49731.56,49731.56,"1","...  technology in a SCRUM environment. The systems the app is built on have firm foundations in <strong>data</strong> <strong>science</strong>, and the company are dedicated to innovation and efficiency. The right Full Stack ...","Full Stack Ruby Developer","FULLSTACK INC LIMITED",NA,"it-jobs","IT Jobs","South East London, London",-0.02806,51.451818,"2016-06-26 23:02:50",TRUE,"-0.02806 51.451818",2016-06-04
"5498","556","403512044","2016-06-25",NA,"permanent",50000,60000,"0","...  in the latest technologies (eg Digital, Big data, Analytics, BI, Internet of Things, <strong>Data</strong> <strong>science</strong>) To apply for this brilliant opportunity send your CV through to Mark at Henry Nicholas m ...","Marketing Data Analyst - Marketing Agency",NA,NA,"pr-advertising-marketing-jobs","PR, Advertising & Marketing Jobs","Buckinghamshire, South East England",-0.793508,51.882057,"2016-06-26 23:02:50",TRUE,"-0.793508 51.882057",2016-06-25
"5499","557","395526136","2016-06-04","full_time","permanent",50000,65000,"0","...  the business value is realised. You are a driven, quantitative, self-starting professional who is a seasoned specialist in drawing actionable insights from the <strong>data</strong> using <strong>data</strong> <strong>science</strong> ...  deliverables and milestones for the capability build Participating in proactively building our <strong>data</strong> <strong>science</strong> capability including operating model, engagement model and coaching colleagues ...","Analytics Manager- SAS/Campaigns- Retail","Harnham",NA,"it-jobs","IT Jobs","London, UK",-0.139134,51.503378,"2016-06-26 23:02:50",TRUE,"-0.139134 51.503378",2016-06-04
"5500","558","398632510","2016-06-11",NA,NA,57196.61,57196.61,"1","...  and Education Guidelines: Minimum of a Bachelor's degree in Statistics, Mathematics, Economics, <strong>Data</strong> <strong>Science</strong> or similar and 3 years working in an advanced analytics role or a Master's degree ...  in one of these subjects and at least a year of work experience Past experience in a role focused on statistical modelling, econometrics, marketing attribution, <strong>data</strong> <strong>science</strong> or similar ...","Senior Analyst, Marketing Attribution","Hotels.com",NA,"consultancy-jobs","Consultancy Jobs","UK",NA,NA,"2016-06-26 23:02:50",TRUE,"NA NA",2016-06-11
"5501","559","398462195","2016-06-11",NA,"permanent",55917.22,55917.22,"1","...  and Education Guidelines: Minimum of a Bachelor's degree in Statistics, Mathematics, Economics, <strong>Data</strong> <strong>Science</strong> or similar and 3 years working in an advanced analytics role or a Master's degree ...  in one of these subjects and at least a year of work experience Past experience in a role focused on statistical modelling, econometrics, marketing attribution, <strong>data</strong> <strong>science</strong> or similar ...","Senior Analyst, Marketing Attribution","Expedia UK",NA,"travel-jobs","Travel Jobs","South West London, London",NA,NA,"2016-06-26 23:02:50",TRUE,"NA NA",2016-06-11
"5502","560","398479667","2016-06-11","full_time","contract",55892.62,55892.62,"1",". The team is responsible for the development, storage and reporting of business and operational data. We work closely with the Analytics, <strong>Data</strong> <strong>Science</strong> and Optimization teams, whilst ...  generation business monitoring tool. The ideal candidate will be part of a cross-functional team (Analytics, Business Intelligence, <strong>Data</strong> <strong>Science</strong>, Tech, Operations and Product), shipping ...","Software Engineer","Whitehall Resources",NA,"it-jobs","IT Jobs","London, UK",-0.139134,51.503378,"2016-06-26 23:02:50",TRUE,"-0.139134 51.503378",2016-06-11
"5503","561","394010667","2016-06-01","full_time","contract",108000,120000,"0","...  in senior stakeholders Present to large audiences.Support formal market engagement activity as an SME in Analytics/<strong>Data</strong> <strong>Science</strong>/Reporting.Evaluate supplier responses to market engagement ...  principlesKey architectural decisions with options analysisBig <strong>Data</strong>/<strong>Data</strong> <strong>Science</strong> market analysis and mapping to our requirements matrix Analytics as a Service roadmap Proof of Concepts ...","Technical Architect",NA,NA,"unknown","Unknown","East Riding Of Yorkshire, Yorkshire And The Humber",-0.449584,53.839668,"2016-06-26 23:02:50",TRUE,"-0.449584 53.839668",2016-06-01
"5504","562","389327583","2016-05-18","full_time",NA,58840.48,58840.48,"1","We’re Seldon, a disruptive <strong>data</strong> <strong>science</strong> start-up based in London. We believe that artificial intelligence will soon be at the core of every business, as processes become ...  in, and a passion for, <strong>data</strong> <strong>science</strong>, machine learning and AI. You should also have experience working with digital media and e-commerce companies. Benefits Yes we have desk beers, ping pong ...","Inside Sales Manager","Seldon Technologies",NA,"sales-jobs","Sales Jobs","London, UK",NA,NA,"2016-06-26 23:02:50",TRUE,"NA NA",2016-05-18
"5505","563","401198727","2016-06-19","full_time","permanent",50000,80000,"0","...  leading customer <strong>science</strong> agency, are looking for Big <strong>Data</strong> Engineers with solid Hadoop/Spark experience to join some of the most exciting projects in the industry. As a customer analytics ... , Flink, Beam). Your role will be to drive the development of their Big Data platform (in Java & Scala), in order to create as advanced a platform for <strong>Data</strong> <strong>Science</strong> as possible ...","Big Data Engineer | Hadoop | Spark | Customer Science","Harnham",NA,"it-jobs","IT Jobs","London, UK",-0.139134,51.503378,"2016-06-26 23:02:50",TRUE,"-0.139134 51.503378",2016-06-19
"5506","564","395515490","2016-06-04",NA,NA,50000,50000,"0","...  the business value is realised. You are a driven, quantitative, self-starting professional who is a seasoned specialist in drawing actionable insights from the <strong>data</strong> using <strong>data</strong> <strong>science</strong> ...  deliverables and milestones for the capability build Participating in proactively building our <strong>data</strong> <strong>science</strong> capability including operating model, engagement model and coaching colleagues ...","Analytics Manager- SAS/Campaigns- Retail","Harnham",NA,"pr-advertising-marketing-jobs","PR, Advertising & Marketing Jobs","South East London, London",-0.02806,51.451818,"2016-06-26 23:02:50",TRUE,"-0.02806 51.451818",2016-06-04
"5507","565","393487246","2016-05-30",NA,NA,80000,80000,"0","...  streaming) to apply <strong>Data</strong> <strong>Science</strong> techniques to petabytes of online <strong>data</strong> Lead and mentor an industry of leading Big Data Engineers Work alongside the Engineers to develop high-performance ...  data pipelines to produce cutting edge analytics/<strong>Data</strong> <strong>Science</strong> Act as the technology evangelist to drive the adoption of the latest tools in the Big Data industry YOUR SKILLS ...","Lead Big Data Engineer Spark eCommerce","Harnham",NA,"it-jobs","IT Jobs","South East London, London",-0.02806,51.451818,"2016-06-26 23:02:50",TRUE,"-0.02806 51.451818",2016-05-30
"5508","566","394500720","2016-06-02",NA,NA,50000,50000,"0","PYTHON, R, SQL, JAVASCRIPT, PERL, BIG DATA, STRATEGY, SCHEMA DESIGN, SIGN/ONTOLOGIES/BIOMEDICAL/ LIFE <strong>SCIENCE</strong>/SCIENTIFIC DEVELOPMENT Role - <strong>Data</strong> scientist - Lead Location - Leeds ...  skills (One or more of Perl, Python, JavaScript, KNIME, SQL or equivalent) Degree / Equivalent in one of <strong>data</strong> <strong>science</strong>, computer science, chemistry, biology, informatics Familiarity ...","Data Scientist - Lead","Searchability",NA,"scientific-qa-jobs","Scientific & QA Jobs","Leeds, West Yorkshire",-1.54912,53.799599,"2016-06-26 23:02:50",TRUE,"-1.54912 53.799599",2016-06-02
"5509","567","390303464","2016-05-21",NA,NA,50000,50000,"0","...  the business value is realised. You are a driven, quantitative, self-starting professional who is a seasoned specialist in drawing actionable insights from the <strong>data</strong> using <strong>data</strong> <strong>science</strong> ...  deliverables and milestones for the capability build Participating in proactively building our <strong>data</strong> <strong>science</strong> capability including operating model, engagement model and coaching colleagues ...","Analytics Manager- SAS/SQL","Harnham",NA,"pr-advertising-marketing-jobs","PR, Advertising & Marketing Jobs","South East London, London",-0.02806,51.451818,"2016-06-26 23:02:50",TRUE,"-0.02806 51.451818",2016-05-21
"5510","568","389886474","2016-05-20",NA,NA,15360,15360,"0","...  (minimum) Any of the following skills are preferred but not essential: Able to generate information from <strong>data</strong> Manufacturing/<strong>Science</strong> background Working hours are from 8:00am-4:00pm. If you ...","Administrator","Select Engineering Ltd",NA,"admin-jobs","Admin Jobs","Devon, South West England",-3.736703,50.712485,"2016-06-26 23:02:50",TRUE,"-3.736703 50.712485",2016-05-20
"5511","569","388314533","2016-05-16",NA,NA,30000,30000,"0","...  as they are currently heavily investing in the analytics departments. This is a great opportunity for someone that is looking to pursue a career in <strong>Data</strong> <strong>Science</strong> as you will be full trained in all ...  techniques. This is a critical role in providing customer insight and campaign evaluation using <strong>data</strong> <strong>science</strong> techniques. The Statistical <strong>Data</strong> Analyst (SPSS or R or Python) will conduct ...","Statistical Data Analyst SPSS or R or Python","Understanding Recruitment",NA,"it-jobs","IT Jobs","North London, London",-0.123313,51.586237,"2016-06-26 23:02:50",TRUE,"-0.123313 51.586237",2016-05-16
"5512","570","399341934","2016-06-14",NA,NA,34915.27,34915.27,"1","...  / <strong>Data</strong> <strong>Science</strong> / Contract / London London’s leading National Centre for research has an urgent requirement for an IT support Engineer to join their team to take charge ...  Support / 3rd line Support / Systems Support / Systems administration / <strong>Data</strong> <strong>Science</strong> / Contract / London This is an immediate start role working an initial 3 month contract ...","Linux Support Engineer londoin","Oho Group",NA,"it-jobs","IT Jobs","UK",NA,NA,"2016-06-26 23:02:50",TRUE,"NA NA",2016-06-14
"5513","571","401899398","2016-06-21",NA,NA,50894.46,50894.46,"1","Senior Data Scientist - Market Research Senior Data Scientist Central London £50,000 - £60,000 THE COMPANY This is a new opportunity for an experienced <strong>Data</strong> <strong>Science</strong> professional ...  your interest by sending your CV via the Apply link on this page. KEYWORDS: Machine Learning ǀ Python ǀ Advanced Analytics ǀ <strong>Data</strong> <strong>Science</strong> ǀ Analysis ǀ Algorithms ǀ Bayesian Statistics ...","Senior Data Scientist - Market Research","Harnham",NA,"pr-advertising-marketing-jobs","PR, Advertising & Marketing Jobs","UK",NA,NA,"2016-06-26 23:02:50",TRUE,"NA NA",2016-06-21
"5514","572","400168227","2016-06-16",NA,NA,38697,38697,"0","...  of distributed computing and <strong>data</strong> <strong>science</strong>. Main purpose of role The Lead Engineer works as part of an Agile software engineering team, leading the technical aspects of the team ...  system testing, distributed computing on Hadoop, geospatial technologies or <strong>data</strong> <strong>science</strong>. Tasks, expectations/deliverable Accountable for the quality of deliverables from one or more ...","Lead Engineer (Java)","Five Rivers Recruitment Ltd.",NA,"it-jobs","IT Jobs","Taunton, Somerset",-3.10345,51.014702,"2016-06-26 23:02:50",TRUE,"-3.10345 51.014702",2016-06-16
"5515","573","398857021","2016-06-12",NA,NA,50000,50000,"0","...  leading customer <strong>science</strong> agency, are looking for Big <strong>Data</strong> Engineers with solid Hadoop/Spark experience to join some of the most exciting projects in the industry. As a customer analytics ... , Flink, Beam). Your role will be to drive the development of their Big Data platform (in Java & Scala), in order to create as advanced a platform for <strong>Data</strong> <strong>Science</strong> as possible ...","Big Data Engineer Hadoop Spark Customer Science","Harnham",NA,"it-jobs","IT Jobs","South East London, London",-0.02806,51.451818,"2016-06-26 23:02:50",TRUE,"-0.02806 51.451818",2016-06-12
"5516","574","395676405","2016-06-04",NA,NA,50017.59,50017.59,"1","...  the business value is realised. You are a driven, quantitative, self-starting professional who is a seasoned specialist in drawing actionable insights from the <strong>data</strong> using <strong>data</strong> <strong>science</strong> ...  deliverables and milestones for the capability build Participating in proactively building our <strong>data</strong> <strong>science</strong> capability including operating model, engagement model and coaching colleagues ...","Analytics Manager- SAS/Campaigns- Retail","Harnham",NA,"pr-advertising-marketing-jobs","PR, Advertising & Marketing Jobs","UK",NA,NA,"2016-06-26 23:02:50",TRUE,"NA NA",2016-06-04
"5517","575","399285487","2016-06-14",NA,NA,32000,32000,"0","...  of distributed computing and <strong>data</strong> <strong>science</strong>. Main purpose of role The Senior Engineer works as part of an Agile team, hands-on coding in Java and other open source and 'big data’ technologies ...  core Java skills the ideal candidate will have experience of some of the following: Automated system testing, distributed computing on Hadoop, geospatial technologies or <strong>data</strong> <strong>science</strong> ...","Senior Software Engineer (Java)","Five Rivers Recruitment Ltd.",NA,"it-jobs","IT Jobs","Taunton, Somerset",-3.10345,51.014702,"2016-06-26 23:02:50",TRUE,"-3.10345 51.014702",2016-06-14
"5518","576","403672461","2016-06-25",NA,NA,18350.54,18350.54,"1","...  candidates against specific client briefs across the technology, engineering, <strong>data</strong> and life <strong>science</strong> fields. This is done in a telephone-based environment through understanding ...","Trainee Recruitment Consultant","Optimus Search",NA,"sales-jobs","Sales Jobs","UK",NA,NA,"2016-06-26 23:02:50",TRUE,"NA NA",2016-06-25
"5519","577","398637026","2016-06-11",NA,NA,19309.73,19309.73,"1",". In this role you'll be primarily responsible for resourcing candidates against specific client briefs across the technology, engineering, <strong>data</strong> and life <strong>science</strong> fields. This is done ...","Trainee Recruitment Consultant- Central London- £££££££","Optimus Search",NA,"sales-jobs","Sales Jobs","UK",NA,NA,"2016-06-26 23:02:50",TRUE,"NA NA",2016-06-11
"5520","578","398886313","2016-06-12",NA,NA,57702.85,57702.85,"1","...  leading customer <strong>science</strong> agency, are looking for Big <strong>Data</strong> Engineers with solid Hadoop/Spark experience to join some of the most exciting projects in the industry. As a customer analytics ... , Flink, Beam). Your role will be to drive the development of their Big Data platform (in Java & Scala), in order to create as advanced a platform for <strong>Data</strong> <strong>Science</strong> as possible ...","Big Data Engineer Hadoop Spark Customer Science","Harnham",NA,"it-jobs","IT Jobs","UK",NA,NA,"2016-06-26 23:02:50",TRUE,"NA NA",2016-06-12
"5521","579","401226258","2016-06-19",NA,NA,19942.39,19942.39,"1","...  recruitment consultants to join our award-winning client. Having gained success off of the global trend growth of the Digital, Marketing, Technology, <strong>Data</strong>, Life <strong>Sciences</strong> and IT sectors my ...","Trainee Headhunters - Marketing, PR & Digital Sectors","Buchanan Search",NA,"sales-jobs","Sales Jobs","Docklands, East London",-0.018848,51.505199,"2016-06-26 23:02:50",TRUE,"-0.018848 51.505199",2016-06-19
"5522","580","403898433","2016-06-26",NA,NA,18274.27,18274.27,"1",", Marketing, Technology, <strong>Data</strong>, Life <strong>Sciences</strong> and IT sectors my client is ...","Marketing, PR & Digital Trainee Headhunters (x2)","Buchanan Search",NA,"sales-jobs","Sales Jobs","Docklands, East London",-0.018848,51.505199,"2016-06-26 23:02:50",TRUE,"-0.018848 51.505199",2016-06-26
"5523","583","398298658","2016-06-10","full_time","permanent",80000,130000,"0",". The job opportunity will allow you to use cutting edge technology such as Hadoop, Pig, Hive and Spark to manipulate 'Big <strong>Data</strong>' for decision <strong>science</strong> and give you the opportunity to introduce your own ...  by utilising Big Data techniques to apply advanced analytics and <strong>data</strong> <strong>science</strong> methodologies. You will be a self starter always volunteering to bring new ideas to the table. You ...","Big Data Scientist- Hadoop/ PIG/ HIVE/ NoSQL - City of London","Nicoll Curtin",NA,"it-jobs","IT Jobs","The City, Central London",NA,NA,"2016-06-26 23:02:50",TRUE,"NA NA",2016-06-10
"5524","584","401599689","2016-06-21",NA,"contract",46667.7,46667.7,"1","...  work closely with the Analytics, <strong>Data</strong> <strong>Science</strong> and Optimization teams, whilst collaborating directly with many other functions within the organization - Product, Business Intelligence, Finance ... , Business Intelligence, <strong>Data</strong> <strong>Science</strong>, Tech, Operations and Product), shipping code and delivering value in a fast-paced environment. This is a contract position to be based in my client ...","Software Development Engineer (5490291)",NA,NA,"it-jobs","IT Jobs","The City, Central London",NA,NA,"2016-06-26 23:02:50",TRUE,"NA NA",2016-06-21
"5525","585","403737370","2016-06-26",NA,"permanent",45034.75,45034.75,"1","...  innovative products and making history within <strong>Data</strong> <strong>Science</strong> and Artificial Intelligence. We will reading about this in years to come, and here is your opportunity to be apart of something ...  functions. You will be analysing complex data sets to extract insights imperative to the business decision and on-going product development A rarer opportunity to learn and shape the <strong>data</strong> ...","Data Scientist - Gain Artificial Intelligence/NLP/Deep Learn",NA,NA,"it-jobs","IT Jobs","London, UK",-0.139134,51.503378,"2016-06-26 23:02:50",TRUE,"-0.139134 51.503378",2016-06-26
"5526","586","393895904","2016-06-01",NA,"permanent",50000,60000,"0","...  organisation which can be described as (Big <strong>data</strong>, <strong>Data</strong> <strong>Science</strong>, Digital, Cloud based, Intelligent Marketing, very intelligent marketing) high tech business bringing together consumers ...","Business Analyst, Agile,Tech, E-commerce, Marketing, Data","Salt",NA,"it-jobs","IT Jobs","South West London, London",NA,NA,"2016-06-26 23:02:50",TRUE,"NA NA",2016-06-01
"5527","587","397910619","2016-06-09",NA,NA,37887.17,37887.17,"1","...  background with a PhD in statistics, mathematics, <strong>data</strong> <strong>science</strong>, or equivalent Broad experience in statistical data analysis, and knowledge of at least some of the following areas ...","Senior Research Statistician","AstraZeneca","AstraZeneca","healthcare-nursing-jobs","Healthcare & Nursing Jobs","Cambridgeshire, Eastern England",0.007257,52.350674,"2016-06-26 23:02:50",TRUE,"0.007257 52.350674",2016-06-09
"5528","588","400083915","2016-06-16",NA,"permanent",50190.59,50190.59,"1",". This is a very senior role, where you will be working on some of the toughest challenges within the <strong>Data</strong> <strong>Science</strong> team. Our client is the largest and fastest growing online hotel booking ...","Research Scientist - World Leading Online Travel Company","Big Wednesday Digital",NA,"graduate-jobs","Graduate Jobs","UK",NA,NA,"2016-06-26 23:02:50",TRUE,"NA NA",2016-06-16
"5529","589","389833099","2016-05-20","full_time",NA,42325,42325,"1","...  the newly established <strong>data</strong> and decision <strong>sciences</strong> team tasked with making the business more data savvy and creating new predictive data products. The Data Engineer role involves improving ...  be involved in building a new <strong>data</strong> <strong>science</strong> capability and developing the <strong>data</strong> flows that allow us to create and score new algorithms. As an Data Engineer, you will work closely with a cross ...","Data Engineer","notonthehighstreet.com",NA,"it-jobs","IT Jobs","UK",NA,NA,"2016-06-26 23:02:50",TRUE,"NA NA",2016-05-20
"5530","590","402929352","2016-06-24",NA,NA,40343.7,40343.7,"1","...  and ensuring the successful integration of new data sources. Not only will you be helping us make our reporting more efficient, but you will also be involved in building a new <strong>data</strong> <strong>science</strong> ...  quickly Strong communication skills are a must to interact with multiple stakeholders An interest in or experience with <strong>data</strong> <strong>science</strong> / machine learning is advantageous ...","Data Engineer","notonthehighstreet.com",NA,"unknown","Unknown","Richmond, Surrey",-0.303547,51.4613,"2016-06-26 23:02:50",TRUE,"-0.303547 51.4613",2016-06-24
"5531","591","399145809","2016-06-13",NA,"permanent",0,90000,"0","...  work of the highest quality. Being a part of DigitasLBi means working in multi-disciplinary teams made up of specialist technologists as well as Creative, UX, Strategy, <strong>Data</strong> <strong>Science</strong>, Client Services ...","Senior Java Developer","Digitas LBI",NA,"it-jobs","IT Jobs","East London, London",-0.016402,51.54571,"2016-06-26 23:02:50",TRUE,"-0.016402 51.54571",2016-06-13
"5532","592","396009440","2016-06-06",NA,"permanent",50000,80000,"0",", Strategy, <strong>Data</strong> <strong>Science</strong>, Client Services and Project Management. You’ll work collaboratively to challenge and stretch our teams and clients alike, towards the same end goal of solving ...","Senior / Lead Front End Developer","Digitas LBI",NA,"it-jobs","IT Jobs","East London, London",-0.016402,51.54571,"2016-06-26 23:02:50",TRUE,"-0.016402 51.54571",2016-06-06
"5533","593","386406217","2016-05-11","full_time",NA,20000,30000,"0",":1 communication real. Skills: Digital Marketing,Attention to Detail,Analytical ,Marketing Degree,Graduate, Entry Level Opportunities,<strong>Data</strong> driven ,process oriented,<strong>science</strong> degree ...","Graduate - Campaign Operations","Epsilon UK",NA,"pr-advertising-marketing-jobs","PR, Advertising & Marketing Jobs","London, UK",-0.139134,51.503378,"2016-06-26 23:02:50",TRUE,"-0.139134 51.503378",2016-05-11
"5534","594","400361636","2016-06-17","full_time",NA,54585.58,54585.58,"1","...  to finance to Formula One, we help our clients prototype, develop, and deploy bespoke <strong>data</strong> <strong>science</strong> and <strong>data</strong> visualisation solutions to make better decisions. Interested? Thought so Have ...","Software Engineer - Scala","QuantumBlack",NA,"it-jobs","IT Jobs","London, UK",-0.139134,51.503378,"2016-06-26 23:02:50",TRUE,"-0.139134 51.503378",2016-06-17
"5535","595","394504033","2016-06-02",NA,NA,25000,25000,"0",". Some form of Reporting knowledge also beneficial, whether that is Oracle BI, Cognos, SAP BO, Qlikview, Tableau etc Big <strong>Data</strong>, <strong>Data</strong> <strong>Science</strong> & <strong>Data</strong> Analytics We are only able to consider ...","Data Analytics / Business Intelligence Graduate","Codex Recruitment",NA,"it-jobs","IT Jobs","South East London, London",-0.02806,51.451818,"2016-06-26 23:02:50",TRUE,"-0.02806 51.451818",2016-06-02
"5536","596","390300847","2016-05-21",NA,NA,84000,84000,"0","...  or on KEYWORDS SAS, SQL, Excel, VBA, Python, <strong>data</strong> <strong>science</strong>, <strong>data</strong> scientist, programming, analytics, analysis, algorithms, statistics, statistical, modelling, econometrics, customer, retail, FMCG ...","SQL & Excel Statistical Analyst - London - £400 per day","Harnham",NA,"pr-advertising-marketing-jobs","PR, Advertising & Marketing Jobs","South East London, London",-0.02806,51.451818,"2016-06-26 23:02:50",TRUE,"-0.02806 51.451818",2016-05-21
"5537","597","390300895","2016-05-21",NA,NA,72000,72000,"0",", Analyst, Contract, Freelance, Consultant, SPSS, Excel, Customer, ecommerce, online, London, modelling, regression, CHAID, propensity, algorithm, <strong>data</strong> <strong>science</strong>, <strong>data</strong>.","Senior Campaign Insight Analyst £300-£400 per day London","Harnham",NA,"pr-advertising-marketing-jobs","PR, Advertising & Marketing Jobs","South East London, London",-0.02806,51.451818,"2016-06-26 23:02:50",TRUE,"-0.02806 51.451818",2016-05-21
"5538","598","401948210","2016-06-21",NA,NA,44890.18,44890.18,"1","...  & Design (User Experience Design, User Research, Visual Design) - <strong>Data</strong> (<strong>Data</strong> <strong>Science</strong>, <strong>Data</strong> Analytics, SQL, Python, Data Visualisation) - Digital Marketing (Content Marketing, Social Media ...","Competitor Analysis - Hong Kong",NA,NA,"part-time-jobs","Part time Jobs","UK",NA,NA,"2016-06-26 23:02:50",TRUE,"NA NA",2016-06-21
